CompanyID,CompanyName,Industry,Region,Revenue_WMA,Revenue_std,Revenue_cv,Revenue_slope,ProfitMargin_WMA,ProfitMargin_std,ProfitMargin_cv,ProfitMargin_slope,MarketCap_WMA,MarketCap_std,MarketCap_cv,MarketCap_slope,GrowthRate_WMA,GrowthRate_std,GrowthRate_cv,GrowthRate_slope,ESG_Overall_WMA,ESG_Overall_std,ESG_Overall_cv,ESG_Overall_slope,PriceToSales,NetIncome,PriceToEarnings,Risk-AdjustedGrowth,Earnings-to-Growth,ESG_Signal-to-Noise,TARGET_SCORE
237,Company_237,Finance,Asia,2922.58,187.26,0.06,81.51,7.63,5.23,0.69,-3.28,3581.49,2377.1,0.66,-1395.19,1.56,7.23,4.63,-0.48,63.97,0.52,0.01,-0.08,1.23,222.99,16.06,0.22,74.44,-8.0,37.89
238,Company_238,Retail,Middle East,783.22,63.76,0.08,26.4,3.29,0.62,0.19,0.08,502.19,112.69,0.22,58.36,4.89,11.19,2.29,3.89,45.29,1.88,0.04,1.13,0.64,25.77,19.49,0.44,44.6,28.25,33.54
239,Company_239,Manufacturing,Latin America,805.52,76.59,0.1,44.52,8.73,2.79,0.32,1.43,1006.69,448.76,0.45,81.88,4.15,6.09,1.47,-0.64,49.23,1.29,0.03,-0.67,1.25,70.32,14.32,0.68,21.01,-22.33,33.86
240,Company_240,Transportation,Oceania,3008.75,698.59,0.23,440.95,16.01,1.86,0.12,0.47,8306.01,3365.62,0.41,1961.41,17.96,2.47,0.14,-1.26,49.54,0.88,0.02,0.18,2.76,481.7,17.24,7.27,2.37,9.0,44.94
241,Company_241,Finance,Asia,9040.47,481.87,0.05,281.06,3.01,2.68,0.89,-1.34,4269.49,3073.34,0.72,-1321.51,3.85,4.37,1.13,-1.93,85.53,0.26,0.0,-0.08,0.47,272.12,15.69,0.88,17.81,-inf,30.06
242,Company_242,Finance,Latin America,351.17,31.75,0.09,19.97,7.48,1.07,0.14,0.24,396.89,108.87,0.27,45.8,5.46,5.87,1.08,2.43,46.86,1.01,0.02,0.54,1.13,26.27,15.11,0.93,16.24,27.0,43.92
243,Company_243,Transportation,Asia,608.7,97.04,0.16,60.36,8.89,3.93,0.44,-2.32,778.21,396.76,0.51,-194.57,11.1,5.49,0.49,3.06,40.69,0.85,0.02,0.43,1.28,54.11,14.38,2.02,7.11,21.5,40.42
244,Company_244,Energy,Europe,13255.32,737.03,0.06,271.86,-11.14,1.6,-0.14,-0.78,41622.49,19212.99,0.46,7372.43,3.73,6.83,1.83,3.25,63.3,1.44,0.02,0.75,3.14,-1476.64,-28.19,0.55,-51.61,37.5,33.84
245,Company_245,Finance,Oceania,3167.67,561.18,0.18,348.64,10.73,1.23,0.11,0.41,4543.49,1317.5,0.29,518.26,13.0,5.67,0.44,3.3,76.79,0.38,0.0,-0.08,1.43,339.89,13.37,2.29,5.83,-inf,38.03
246,Company_246,Consumer Goods,Oceania,3387.71,413.73,0.12,240.86,6.25,3.78,0.6,-2.17,3542.71,2534.58,0.72,-979.04,5.68,9.43,1.66,1.2,55.18,1.17,0.02,0.6,1.05,211.73,16.73,0.6,27.78,30.0,43.47
247,Company_247,Consumer Goods,Asia,812.78,21.6,0.03,2.04,5.55,0.96,0.17,-0.07,952.25,56.11,0.06,34.16,0.89,4.92,5.55,1.42,48.41,0.37,0.01,-0.13,1.17,45.11,21.11,0.18,116.7,-13.0,41.67
248,Company_248,Energy,Latin America,11279.63,422.69,0.04,216.17,24.36,7.36,0.3,4.41,39761.23,20337.55,0.51,11464.67,3.57,5.97,1.68,-1.82,23.57,1.9,0.08,1.15,3.53,2747.72,14.47,0.6,24.2,14.37,66.16
249,Company_249,Healthcare,Asia,1168.85,43.95,0.04,3.19,12.47,1.18,0.1,0.64,2825.05,434.3,0.15,177.59,-0.75,6.1,-8.17,-0.76,61.53,0.91,0.01,0.56,2.42,145.76,19.38,-0.12,-157.64,56.0,40.29
250,Company_250,Manufacturing,Middle East,2810.46,355.85,0.13,222.66,-1.04,1.08,-1.04,-0.09,4360.38,3210.27,0.74,777.81,9.22,6.08,0.66,-2.94,55.25,2.12,0.04,1.31,1.55,-29.23,-149.18,1.52,-98.38,32.75,26.59
251,Company_251,Transportation,Asia,830.41,89.52,0.11,48.01,14.81,4.0,0.27,1.99,2073.02,1033.16,0.5,592.2,6.29,8.95,1.42,2.72,51.44,1.18,0.02,0.6,2.5,122.98,16.86,0.7,23.98,30.0,65.3
252,Company_252,Consumer Goods,North America,1624.88,158.07,0.1,92.1,12.53,1.41,0.11,0.52,3040.47,596.54,0.2,262.25,4.79,6.99,1.46,-0.92,69.99,1.92,0.03,1.18,1.87,203.6,14.93,0.69,21.79,39.33,63.01
253,Company_253,Technology,Oceania,2777.08,246.85,0.09,154.68,20.09,2.83,0.14,-1.73,15813.03,3034.6,0.19,276.22,7.03,6.38,0.91,-3.08,86.33,1.51,0.02,0.19,5.69,557.92,28.34,1.1,25.72,9.5,68.79
254,Company_254,Retail,Asia,1058.62,117.12,0.11,66.63,10.95,1.45,0.13,-0.14,1776.55,254.95,0.14,87.68,7.0,7.47,1.07,3.24,47.49,1.1,0.02,-0.47,1.68,115.92,15.33,0.94,16.35,-23.5,43.73
255,Company_255,Consumer Goods,Oceania,3046.18,263.55,0.09,149.58,4.8,1.78,0.37,-0.63,2433.14,1379.65,0.57,-379.5,6.05,7.83,1.29,-3.73,64.87,1.86,0.03,1.15,0.8,146.22,16.64,0.77,21.54,38.33,42.21
256,Company_256,Manufacturing,Middle East,842.36,81.84,0.1,50.88,16.55,1.83,0.11,-0.68,1912.95,489.97,0.26,98.18,5.83,7.27,1.25,3.43,40.0,0.83,0.02,-0.12,2.27,139.41,13.72,0.8,17.11,-6.0,57.16
257,Company_257,Finance,Latin America,2399.16,296.8,0.12,179.64,11.27,0.81,0.07,-0.37,2592.72,631.0,0.24,-154.02,8.15,6.42,0.79,3.73,56.75,1.99,0.04,1.15,1.08,270.39,9.59,1.27,7.55,28.75,44.75
258,Company_258,Healthcare,Latin America,6821.16,1450.97,0.21,899.31,14.42,2.0,0.14,0.63,14239.57,4303.17,0.3,1186.33,17.11,5.44,0.32,1.06,55.59,2.01,0.04,1.09,2.09,983.61,14.48,3.15,4.6,27.25,43.14
259,Company_259,Healthcare,North America,357.42,29.72,0.08,16.26,10.76,1.51,0.14,-0.21,649.85,145.74,0.22,64.01,5.45,8.31,1.53,1.51,49.71,1.63,0.03,0.95,1.82,38.46,16.9,0.66,25.76,31.67,63.7
260,Company_260,Consumer Goods,Latin America,2702.55,440.19,0.16,266.14,6.85,1.3,0.19,-0.22,3468.15,644.16,0.19,129.86,12.15,8.3,0.68,1.16,71.37,2.38,0.03,1.49,1.28,185.12,18.73,1.46,12.8,49.67,35.76
261,Company_261,Utilities,Asia,765.61,60.87,0.08,27.86,9.84,1.38,0.14,-0.51,695.36,98.91,0.14,-30.84,2.05,11.7,5.7,2.06,56.01,0.44,0.01,0.05,0.91,75.34,9.23,0.18,52.68,5.0,34.92
262,Company_262,Transportation,Oceania,1399.05,56.61,0.04,-7.22,24.17,3.98,0.16,2.29,4213.31,1468.07,0.35,226.69,1.67,6.33,3.78,1.4,57.69,1.73,0.03,1.0,3.01,338.15,12.46,0.26,47.23,33.33,71.12
263,Company_263,Utilities,Africa,1517.48,49.5,0.03,-12.81,14.47,2.11,0.15,1.3,2324.31,354.01,0.15,3.83,-0.51,5.58,-10.87,1.09,33.65,0.63,0.02,0.35,1.53,219.58,10.59,-0.09,-115.82,17.5,36.02
264,Company_264,Consumer Goods,Middle East,2983.81,141.7,0.05,87.46,21.77,3.03,0.14,-1.16,11247.46,2614.85,0.23,-1124.43,3.71,2.69,0.72,-0.89,53.18,2.11,0.04,1.29,3.77,649.58,17.32,1.38,12.55,32.25,60.87
265,Company_265,Manufacturing,Middle East,675.6,65.13,0.1,-29.13,0.91,2.64,2.89,-1.3,890.94,824.49,0.93,365.61,-7.95,12.19,-1.53,0.38,30.64,3.01,0.1,1.86,1.32,6.15,144.92,-0.65,-222.21,18.6,19.21
266,Company_266,Technology,Oceania,9795.43,919.83,0.09,548.03,-2.17,5.13,-2.37,-2.83,14271.44,11900.74,0.83,-399.27,4.85,5.77,1.19,0.25,61.14,1.92,0.03,1.11,1.46,-212.56,-67.14,0.84,-79.88,37.0,31.46
267,Company_267,Retail,North America,1938.63,89.35,0.05,45.35,10.61,1.87,0.18,0.91,3598.79,951.57,0.26,240.25,3.24,4.48,1.38,2.67,51.74,0.83,0.02,0.03,1.86,205.69,17.5,0.72,24.19,1.5,34.2
268,Company_268,Technology,Europe,6261.19,1592.09,0.25,1000.4,12.25,2.9,0.24,0.7,24224.02,14800.69,0.61,8318.1,18.19,6.58,0.36,-1.0,76.51,1.72,0.02,1.07,3.87,767.0,31.58,2.76,11.42,53.5,65.89
269,Company_269,Healthcare,Latin America,445.71,6.46,0.01,2.5,2.8,2.04,0.73,-1.14,158.72,119.32,0.75,-63.63,1.12,2.91,2.6,-0.57,46.02,0.9,0.02,0.24,0.36,12.48,12.72,0.38,33.04,12.0,31.52
270,Company_270,Manufacturing,Asia,6194.71,1079.41,0.17,681.47,6.11,1.31,0.21,-0.1,4620.89,773.31,0.17,300.05,11.69,5.41,0.46,2.26,55.74,0.77,0.01,0.39,0.75,378.5,12.21,2.16,5.65,39.0,34.85
271,Company_271,Healthcare,Europe,6969.15,1032.68,0.15,629.26,31.25,1.87,0.06,0.32,32932.91,6579.14,0.2,3271.73,10.16,10.01,0.99,-3.42,60.39,2.02,0.03,1.27,4.73,2177.86,15.12,1.01,14.9,42.33,71.73
272,Company_272,Energy,Oceania,4136.93,298.65,0.07,154.4,26.19,3.64,0.14,-0.34,13447.88,3472.1,0.26,-1649.4,2.41,6.01,2.5,-2.03,49.39,1.07,0.02,0.41,3.25,1083.46,12.41,0.4,30.95,20.5,70.05
273,Company_273,Transportation,Latin America,391.79,25.88,0.07,-9.17,-1.59,3.03,-1.9,-1.31,711.65,729.53,1.03,29.54,0.52,6.92,13.32,2.25,51.51,0.88,0.02,0.2,1.82,-6.23,-114.24,0.08,-1520.26,10.0,17.32
274,Company_274,Transportation,Asia,993.06,44.07,0.04,7.83,8.12,3.78,0.47,2.31,1107.09,535.93,0.48,327.77,0.73,6.92,9.44,-3.13,40.02,0.61,0.02,0.3,1.11,80.64,13.73,0.11,130.15,15.0,43.18
275,Company_275,Healthcare,Middle East,5040.68,715.48,0.14,448.02,24.74,0.91,0.04,0.42,22925.55,5592.45,0.24,2684.27,10.3,6.86,0.67,-4.08,48.07,0.66,0.01,-0.19,4.55,1247.06,18.38,1.5,12.24,-19.0,50.0
276,Company_276,Transportation,North America,1008.79,63.08,0.06,0.86,-2.44,1.81,-0.74,-0.06,3712.9,1007.5,0.27,-39.06,0.84,9.33,11.11,-0.96,51.81,0.94,0.02,0.41,3.68,-24.61,-150.84,0.09,-1675.43,20.5,30.06
277,Company_277,Transportation,Middle East,753.25,59.65,0.08,33.05,8.48,3.8,0.45,-1.89,907.21,197.11,0.22,4.34,5.31,6.73,1.27,-0.85,37.06,0.92,0.02,0.51,1.2,63.88,14.2,0.79,18.0,25.5,43.39
278,Company_278,Utilities,Europe,1962.64,134.76,0.07,31.32,10.29,1.5,0.15,0.68,2166.27,505.47,0.23,103.01,2.27,9.55,4.2,-1.81,44.87,0.8,0.02,0.46,1.1,201.96,10.73,0.24,45.13,23.0,33.73
279,Company_279,Consumer Goods,Africa,1889.51,141.65,0.07,16.72,1.83,0.71,0.39,-0.2,439.05,323.97,0.74,-123.07,2.71,10.53,3.88,4.46,44.46,1.64,0.04,0.87,0.23,34.58,12.7,0.26,49.34,21.75,34.77
280,Company_280,Transportation,Africa,546.69,68.0,0.12,-41.14,30.28,4.77,0.16,2.79,2467.87,612.22,0.25,214.61,-6.31,6.25,-0.99,-1.7,53.51,2.09,0.04,1.0,4.51,165.54,14.91,-1.01,-14.77,25.0,50.0
281,Company_281,Healthcare,Middle East,1392.33,146.95,0.11,-88.67,5.03,4.2,0.84,-2.6,1390.4,1503.06,1.08,-923.91,-4.38,10.75,-2.45,-3.72,49.29,1.45,0.03,0.77,1.0,70.03,19.85,-0.41,-48.73,25.67,27.91
282,Company_282,Transportation,Latin America,1827.27,280.45,0.15,176.3,7.36,2.25,0.31,-0.6,1736.41,763.99,0.44,321.16,9.61,6.54,0.68,0.43,52.95,1.98,0.04,0.82,0.95,134.49,12.91,1.47,8.79,20.5,37.52
283,Company_283,Retail,Asia,855.64,56.03,0.07,-10.86,2.07,0.81,0.39,-0.26,346.14,148.79,0.43,-8.88,1.2,7.93,6.61,4.38,70.04,0.91,0.01,-0.57,0.4,17.71,19.54,0.15,129.15,-57.0,43.07
284,Company_284,Retail,Asia,591.31,36.08,0.06,-8.05,6.58,1.46,0.22,0.57,693.04,132.83,0.19,58.32,-1.33,10.61,-8.0,-0.67,70.61,0.9,0.01,-0.11,1.17,38.91,17.81,-0.13,-142.1,-11.0,23.98
285,Company_285,Energy,Latin America,27025.1,5658.0,0.21,3501.99,6.21,3.33,0.54,1.48,26271.92,9474.81,0.36,-1886.88,16.43,10.1,0.61,0.41,53.79,0.67,0.01,-0.05,0.97,1678.26,15.65,1.63,9.62,-5.0,28.99
286,Company_286,Transportation,North America,1354.28,100.69,0.07,61.17,5.03,0.61,0.12,-0.13,900.75,296.39,0.33,-109.43,3.75,5.76,1.54,1.15,66.37,2.11,0.03,1.3,0.67,68.12,13.22,0.65,20.31,43.33,41.9
287,Company_287,Transportation,Africa,316.44,29.49,0.09,-15.03,0.91,1.41,1.54,0.71,250.46,679.92,2.71,-379.35,-6.74,9.13,-1.35,1.53,46.75,1.51,0.03,-0.68,0.79,2.88,86.98,-0.74,-117.82,-22.67,22.82
288,Company_288,Technology,Asia,38784.48,9005.53,0.23,5635.38,23.03,1.67,0.07,-0.38,284575.44,69395.62,0.24,39062.19,15.95,7.56,0.47,1.76,64.75,1.76,0.03,1.0,7.34,8932.07,31.86,2.11,15.1,33.33,71.72
289,Company_289,Healthcare,Asia,2714.89,165.73,0.06,-92.47,13.28,3.44,0.26,-1.77,6227.66,2356.31,0.38,-1130.67,-4.22,4.22,-1.0,-1.23,35.77,2.07,0.06,1.27,2.29,360.54,17.27,-1.0,-17.27,21.17,39.45
290,Company_290,Transportation,Africa,2674.06,368.91,0.14,221.73,12.46,2.72,0.22,1.68,3275.65,596.24,0.18,368.93,10.71,6.69,0.62,0.95,27.76,1.29,0.05,0.75,1.22,333.19,9.83,1.6,6.14,15.0,32.64
291,Company_291,Technology,Oceania,17700.79,4699.75,0.27,2957.35,10.66,4.08,0.38,-2.58,55702.97,3150.47,0.06,-1643.65,20.03,4.54,0.23,1.12,60.28,0.26,0.0,-0.0,3.15,1886.9,29.52,4.41,6.69,,50.01
292,Company_292,Utilities,Asia,1075.19,120.1,0.11,75.16,6.09,1.83,0.3,-0.8,745.25,217.45,0.29,-94.88,6.15,7.57,1.23,2.02,24.7,2.29,0.09,1.44,0.69,65.48,11.38,0.81,14.01,16.0,31.51
293,Company_293,Finance,North America,8306.76,1495.75,0.18,903.78,21.74,0.91,0.04,-0.33,31012.63,8123.22,0.26,5005.73,14.32,6.59,0.46,1.77,70.45,1.16,0.02,0.71,3.73,1805.89,17.17,2.17,7.9,35.5,64.61
294,Company_294,Healthcare,Oceania,779.63,36.92,0.05,22.39,11.13,1.71,0.15,-0.73,1458.75,523.74,0.36,-2.27,2.5,2.76,1.1,0.99,83.17,1.67,0.02,0.91,1.87,86.77,16.81,0.91,18.56,45.5,59.01
295,Company_295,Finance,Europe,2818.98,168.23,0.06,53.1,6.32,1.63,0.26,-0.9,2529.71,1046.19,0.41,-532.04,4.83,8.04,1.67,1.78,77.99,0.86,0.01,-0.53,0.9,178.16,14.2,0.6,23.64,-53.0,30.06
296,Company_296,Utilities,Latin America,617.63,49.24,0.08,21.41,11.58,1.6,0.14,0.87,904.48,247.68,0.27,146.22,5.74,8.35,1.46,1.35,54.09,1.51,0.03,0.85,1.46,71.52,12.65,0.69,18.4,28.33,49.86
297,Company_297,Retail,Africa,663.55,43.11,0.06,20.06,9.87,1.65,0.17,0.91,933.88,296.06,0.32,-8.46,3.84,8.2,2.13,-0.6,50.97,0.82,0.02,0.49,1.41,65.49,14.26,0.47,30.45,24.5,45.85
298,Company_298,Utilities,Middle East,1778.85,120.45,0.07,65.26,10.01,0.88,0.09,0.14,2066.03,450.7,0.22,-6.38,2.86,5.48,1.92,-0.81,36.5,1.06,0.03,0.57,1.16,178.06,11.6,0.52,22.23,19.0,36.48
299,Company_299,Consumer Goods,North America,3451.74,382.09,0.11,234.21,13.05,1.48,0.11,0.82,7712.71,2189.92,0.28,1302.77,6.94,6.32,0.91,-2.04,54.32,0.61,0.01,-0.15,2.23,450.45,17.12,1.1,15.59,-15.0,47.82
300,Company_300,Manufacturing,Europe,1150.79,42.76,0.04,-18.34,5.46,2.67,0.49,1.47,791.38,448.78,0.57,211.05,-3.53,7.86,-2.23,1.66,62.14,2.41,0.04,1.5,0.69,62.83,12.59,-0.45,-28.04,37.5,32.25
301,Company_301,Finance,Middle East,1723.86,124.15,0.07,60.63,12.78,1.98,0.15,1.2,3155.12,1274.04,0.4,664.02,3.83,8.11,2.12,-0.46,52.38,0.79,0.02,0.45,1.83,220.31,14.32,0.47,30.33,22.5,52.92
302,Company_302,Energy,Latin America,2085.01,48.86,0.02,6.61,14.59,1.65,0.11,0.37,4184.03,1081.74,0.26,-251.44,-1.25,7.3,-5.85,2.57,13.67,1.39,0.1,0.85,2.01,304.2,13.75,-0.17,-80.32,8.5,42.71
303,Company_303,Energy,Oceania,954.84,321.55,0.34,-202.68,21.39,7.05,0.33,-2.45,3655.99,2052.13,0.56,-678.04,-16.74,4.27,-0.25,-2.13,58.36,1.26,0.02,0.39,3.83,204.24,17.9,-3.92,-4.57,19.5,55.79
304,Company_304,Technology,Asia,14425.55,2033.27,0.14,1257.82,5.19,1.46,0.28,-0.41,21110.21,6709.37,0.32,-596.32,11.85,7.92,0.67,-2.45,57.33,0.63,0.01,0.2,1.46,748.69,28.2,1.5,18.85,20.0,40.92
305,Company_305,Manufacturing,Latin America,7354.58,1247.99,0.17,751.83,2.03,1.03,0.51,-0.25,2392.71,1512.19,0.63,14.21,12.63,9.9,0.78,0.37,61.51,1.69,0.03,1.03,0.33,149.3,16.03,1.28,12.56,34.33,30.44
306,Company_306,Healthcare,Latin America,1301.57,88.08,0.07,-4.07,15.73,2.11,0.13,-1.22,3400.21,859.02,0.25,-479.75,3.09,11.55,3.73,2.69,52.22,1.06,0.02,0.45,2.61,204.74,16.61,0.27,62.08,22.5,57.99
307,Company_307,Finance,Middle East,8566.3,969.14,0.11,602.88,20.17,0.64,0.03,-0.35,22281.89,5806.01,0.26,979.82,8.25,9.62,1.17,-4.18,65.01,2.24,0.03,1.39,2.6,1727.82,12.9,0.86,15.04,46.33,64.8
308,Company_308,Finance,Asia,2548.09,109.07,0.04,47.09,13.8,0.99,0.07,0.24,4897.31,1226.17,0.25,767.92,2.47,7.5,3.04,3.88,69.4,0.71,0.01,0.03,1.92,351.64,13.93,0.33,42.29,3.0,42.01
309,Company_309,Transportation,North America,3561.39,559.5,0.16,320.99,1.53,0.37,0.25,0.04,850.94,368.34,0.43,153.09,12.93,9.17,0.71,2.32,59.16,1.92,0.03,1.17,0.24,54.49,15.62,1.41,11.08,39.0,30.06
310,Company_310,Energy,Africa,2467.41,358.29,0.15,217.78,26.87,5.14,0.19,2.69,10201.97,3659.58,0.36,2062.4,9.79,9.9,1.01,4.24,50.6,1.55,0.03,0.66,4.13,662.99,15.39,0.99,15.56,22.0,59.82
311,Company_311,Consumer Goods,Middle East,6322.15,402.05,0.06,37.63,14.21,0.67,0.05,-0.28,17619.67,4105.12,0.23,-670.99,2.94,9.23,3.14,3.3,12.1,1.68,0.14,0.93,2.79,898.38,19.61,0.32,61.57,6.64,59.06
312,Company_312,Consumer Goods,Europe,403.17,11.15,0.03,-6.79,5.05,1.37,0.27,0.8,291.97,82.9,0.28,31.07,-2.17,4.6,-2.12,1.88,52.47,0.83,0.02,0.46,0.72,20.36,14.34,-0.47,-30.4,23.0,21.19
313,Company_313,Utilities,Europe,666.93,41.45,0.06,17.35,9.39,1.97,0.21,0.34,718.11,168.61,0.23,35.36,0.91,6.08,6.65,-2.47,73.13,0.65,0.01,0.02,1.08,62.62,11.47,0.15,76.61,2.0,37.29
314,Company_314,Consumer Goods,Latin America,753.87,66.86,0.09,30.49,12.81,1.49,0.12,-0.19,1432.91,511.05,0.36,-141.4,1.83,7.91,4.32,-2.89,57.25,1.41,0.02,0.55,1.9,96.57,14.84,0.23,64.14,27.5,63.9
315,Company_315,Utilities,Asia,726.59,103.61,0.14,-64.07,15.91,0.93,0.06,-0.02,1452.33,241.59,0.17,-117.52,-8.16,4.07,-0.5,-1.05,62.18,1.14,0.02,0.21,2.0,115.6,12.56,-2.0,-6.27,10.5,46.73
316,Company_316,Healthcare,Africa,20306.81,4071.03,0.2,2521.81,19.91,1.65,0.08,0.7,69224.89,20092.11,0.29,5171.45,14.5,7.86,0.54,0.75,53.48,1.48,0.03,0.6,3.41,4043.09,17.12,1.84,9.28,20.0,55.23
317,Company_317,Technology,Middle East,3805.52,82.66,0.02,12.99,18.71,3.08,0.16,-1.78,18225.18,6134.11,0.34,-618.06,0.31,4.34,13.86,0.86,74.7,1.7,0.02,1.05,4.79,712.01,25.6,0.07,358.35,52.5,87.01
318,Company_318,Transportation,Europe,668.68,37.05,0.06,-13.5,12.17,2.04,0.17,-0.89,1410.74,299.88,0.21,-18.15,0.66,7.92,12.0,0.42,75.85,0.87,0.01,0.41,2.11,81.38,17.34,0.08,208.03,41.0,59.93
319,Company_319,Finance,Africa,13448.15,1297.97,0.1,-734.59,26.85,1.76,0.07,-0.77,54647.95,12004.15,0.22,-3134.56,-2.56,8.26,-3.23,-1.71,60.76,0.48,0.01,0.21,4.06,3610.83,15.13,-0.31,-48.83,21.0,50.0
320,Company_320,Technology,Middle East,7151.92,1344.58,0.19,809.94,21.89,2.24,0.1,0.83,47432.59,18184.46,0.38,11412.53,14.75,6.91,0.47,2.57,61.63,1.5,0.02,0.94,6.63,1565.56,30.3,2.13,14.19,47.0,70.95
321,Company_321,Energy,Africa,3638.45,719.45,0.2,445.67,9.93,4.67,0.47,2.84,4458.69,2443.02,0.55,1510.54,15.23,6.43,0.42,2.68,58.91,1.05,0.02,0.62,1.23,361.3,12.34,2.37,5.21,31.0,41.37
322,Company_322,Consumer Goods,Middle East,1982.17,269.12,0.14,167.0,1.09,0.69,0.63,-0.41,369.38,217.15,0.59,-91.68,9.69,6.11,0.63,-3.13,49.08,0.85,0.02,0.3,0.19,21.61,17.1,1.59,10.78,15.0,29.7
323,Company_323,Healthcare,Europe,3172.42,339.49,0.11,207.75,16.47,0.72,0.04,0.26,11598.99,3331.92,0.29,2034.56,8.03,3.65,0.45,0.74,82.45,2.43,0.03,1.49,3.66,522.5,22.2,2.2,10.09,49.67,65.34
324,Company_324,Energy,Middle East,3667.53,315.23,0.09,190.28,13.73,3.22,0.23,-0.1,5979.95,1630.44,0.27,258.85,4.93,4.83,0.98,-1.64,65.53,0.89,0.01,0.47,1.63,503.55,11.88,1.02,11.63,47.0,52.41
325,Company_325,Finance,Europe,2193.91,107.3,0.05,34.12,-1.79,1.99,-1.11,-0.98,6081.03,5156.9,0.85,2305.0,2.91,6.96,2.4,-0.32,65.55,1.46,0.02,0.82,2.77,-39.27,-154.85,0.42,-370.36,41.0,45.77
326,Company_326,Finance,Asia,4247.44,958.36,0.23,598.41,17.63,2.73,0.15,-0.92,9599.41,2582.28,0.27,786.67,15.39,7.62,0.5,-2.24,65.74,1.38,0.02,0.66,2.26,748.82,12.82,2.02,6.35,33.0,57.68
327,Company_327,Retail,Latin America,834.73,206.5,0.25,-122.83,-2.11,0.99,-0.47,-0.16,2882.77,1336.12,0.46,-153.71,-9.68,7.65,-0.79,0.78,52.5,3.15,0.06,1.98,3.45,-17.61,-163.67,-1.27,129.35,33.0,70.05
328,Company_328,Retail,Asia,2352.81,82.34,0.03,-45.02,8.72,0.53,0.06,-0.0,3447.51,1015.08,0.29,-199.52,-1.51,3.41,-2.26,2.09,78.22,0.75,0.01,-0.3,1.47,205.17,16.8,-0.44,-37.95,-30.0,26.5
329,Company_329,Finance,Oceania,23230.08,1260.68,0.05,653.31,29.22,1.48,0.05,-0.66,98559.14,30280.93,0.31,12131.43,4.47,4.39,0.98,0.76,85.07,1.83,0.02,0.94,4.24,6787.83,14.52,1.02,14.26,47.0,71.19
330,Company_330,Transportation,Asia,1392.21,194.46,0.14,-104.56,27.13,3.2,0.12,1.96,5559.07,1654.22,0.3,238.13,-2.24,11.01,-4.92,1.29,41.53,1.69,0.04,0.74,3.99,377.71,14.72,-0.2,-72.34,18.5,50.0
331,Company_331,Consumer Goods,Africa,388.07,53.99,0.14,33.58,16.49,0.64,0.04,0.01,1352.71,385.11,0.28,154.04,9.26,5.74,0.62,0.3,35.59,1.05,0.03,0.64,3.49,63.99,21.14,1.61,13.1,21.33,55.29
332,Company_332,Utilities,Africa,1064.07,74.63,0.07,33.97,9.84,0.74,0.07,0.27,1265.57,267.63,0.21,24.71,4.79,8.38,1.75,0.38,24.77,0.88,0.04,0.05,1.19,104.7,12.09,0.57,21.15,1.25,31.58
333,Company_333,Technology,Africa,23402.75,4176.12,0.18,2553.97,27.38,1.14,0.04,-0.69,175783.93,66256.57,0.38,38637.49,10.61,9.28,0.88,1.24,54.76,1.72,0.03,1.05,7.51,6407.67,27.43,1.14,23.99,35.0,77.47
334,Company_334,Technology,Africa,14454.29,1786.74,0.12,-770.33,15.87,1.62,0.1,-0.58,45380.29,18538.61,0.41,-9754.88,-0.21,11.83,-57.23,4.67,39.49,1.64,0.04,0.97,3.14,2293.9,19.78,-0.02,-1114.45,24.25,46.5
335,Company_335,Utilities,Latin America,356.7,12.65,0.04,7.5,9.05,1.71,0.19,-1.06,312.26,104.44,0.33,-52.44,2.52,1.75,0.69,0.99,76.96,0.33,0.0,0.12,0.88,32.28,9.67,1.44,6.72,inf,36.81
336,Company_336,Retail,North America,2601.28,97.23,0.04,-49.29,9.51,0.84,0.09,0.08,3615.43,1428.8,0.4,-875.63,-1.67,4.53,-2.71,-0.95,63.41,1.65,0.03,0.88,1.39,247.38,14.61,-0.37,-39.64,29.33,32.6
337,Company_337,Finance,Africa,4885.85,843.27,0.17,514.37,25.26,1.51,0.06,0.63,20773.41,6440.83,0.31,3438.98,12.32,9.24,0.75,4.41,70.89,2.83,0.04,1.7,4.25,1234.17,16.83,1.33,12.62,42.5,69.93
338,Company_338,Energy,Africa,8281.71,508.33,0.06,-252.94,2.69,1.31,0.49,0.32,2605.79,1304.77,0.5,392.09,-3.46,5.91,-1.71,0.27,39.45,1.37,0.03,0.82,0.31,222.78,11.7,-0.59,-19.98,27.33,14.72
339,Company_339,Finance,Europe,2940.56,154.31,0.05,48.57,11.46,2.42,0.21,-0.6,5476.56,1882.33,0.34,313.14,3.39,7.5,2.21,-0.02,75.31,2.38,0.03,1.46,1.86,336.99,16.25,0.45,35.95,48.67,68.37
340,Company_340,Consumer Goods,Oceania,826.96,40.09,0.05,-11.43,4.39,2.27,0.52,-0.38,696.53,382.76,0.55,-19.79,-1.29,8.12,-6.27,-1.1,63.99,0.77,0.01,0.32,0.84,36.3,19.19,-0.16,-120.77,32.0,24.49
341,Company_341,Finance,Middle East,22065.29,2049.42,0.09,1163.62,10.17,1.3,0.13,-0.43,35453.73,11160.14,0.31,5773.9,8.12,8.15,1.0,-1.2,46.97,0.6,0.01,0.07,1.61,2244.04,15.8,1.0,15.86,7.0,42.32
